1.143e-01,   4.98e-04,   4.98e-04,   4.98e-04,   4.98e-04,   4.98e-04,   4.98e-04
1.152e-01,   5.10e-04,   5.10e-04,   5.10e-04,   5.10e-04,   5.10e-04,   5.10e-04
1.161e-01,   5.22e-04,   5.22e-04,   5.22e-04,   5.22e-04,   5.22e-04,   5.22e-04
1.170e-01,   5.34e-04,   5.34e-04,   5.34e-04,   5.34e-04,   5.34e-04,   5.34e-04
1.179e-01,   5.46e-04,   5.46e-04,   5.46e-04,   5.46e-04,   5.46e-04,   5.46e-04
1.188e-01,   5.59e-04,   5.59e-04,   5.59e-04,   5.59e-04,   5.59e-04,   5.59e-04
1.197e-01,   5.72e-04,   5.72e-04,   5.72e-04,   5.72e-04,   5.72e-04,   5.72e-04
1.206e-01,   5.85e-04,   5.85e-04,   5.85e-04,   5.85e-04,   5.85e-04,   5.85e-04
1.215e-01,   5.98e-04,   5.98e-04,   5.98e-04,   5.98e-04,   5.98e-04,   5.98e-04
1.224e-01,   6.11e-04,   6.11e-04,   6.11e-04,   6.11e-04,   6.11e-04,   6.11e-04
1.233e-01,   6.25e-04,   6.25e-04,   6.25e-04,   6.25e-04,   6.25e-04,   6.25e-04
1.242e-01,   6.39e-04,   6.39e-04,   6.39e-04,   6.39e-04,   6.39e-04,   6.39e-04
1.251e-01,   6.53e-04,   6.53e-04,   6.53e-04,   6.53e-04,   6.53e-04,   6.53e-04
1.260e-01,   6.67e-04,   6.67e-04,   6.67e-04,   6.67e-04,   6.67e-04,   6.67e-04
1.269e-01,   6.81e-04,   6.81e-04,   6.81e-04,   6.81e-04,   6.81e-04,   6.81e-04
1.278e-01,   6.96e-04,   6.96e-04,   6.96e-04,   6.96e-04,   6.96e-04,   6.96e-04
1.287e-01,   7.11e-04,   7.11e-04,   7.11e-04,   7.11e-04,   7.11e-04,   7.11e-04
1.296e-01,   7.26e-04,   7.26e-04,   7.26e-04,   7.26e-04,   7.26e-04,   7.26e-04
1.305e-01,   7.41e-04,   7.41e-04,   7.41e-04,   7.41e-04,   7.41e-04,   7.41e-04
1.314e-01,   7.56e-04,   7.56e-04,   7.56e-04,   7.56e-04,   7.56e-04,   7.56e-04
1.323e-01,   7.72e-04,   7.72e-04,   7.72e-04,   7.72e-04,   7.72e-04,   7.72e-04
1.332e-01,   7.88e-04,   7.88e-04,   7.88e-04,   7.88e-04,   7.88e-04,   7.88e-04
1.341e-01,   8.04e-04,   8.04e-04,   8.04e-04,   8.04e-04,   8.04e-04,   8.04e-04
1.350e-01,   8.20e-04,   8.20e-04,   8.20e-04,   8.20e-04,   8.20e-04,   8.20e-04
1.359e-01,   8.37e-04,   8.37e-04,   8.37e-04,   8.37e-04,   8.37e-04,   8.37e-04
1.368e-01,   8.53e-04,   8.53e-04,   8.53e-04,   8.53e-04,   8.53e-04,   8.53e-04
1.377e-01,   8.70e-04,   8.70e-04,   8.70e-04,   8.70e-04,   8.70e-04,   8.70e-04
1.386e-01,   8.88e-04,   8.88e-04,   8.88e-04,   8.88e-04,   8.88e-04,   8.88e-04
1.395e-01,   9.05e-04,   9.05e-04,   9.05e-04,   9.05e-04,   9.05e-04,   9.05e-04
1.404e-01,   9.23e-04,   9.23e-04,   9.23e-04,   9.23e-04,   9.23e-04,   9.23e-04
1.413e-01,   9.40e-04,   9.40e-04,   9.40e-04,   9.40e-04,   9.40e-04,   9.40e-04
1.422e-01,   9.58e-04,   9.58e-04,   9.58e-04,   9.58e-04,   9.58e-04,   9.58e-04
1.431e-01,   9.77e-04,   9.77e-04,   9.77e-04,   9.77e-04,   9.77e-04,   9.77e-04
1.440e-01,   9.95e-04,   9.95e-04,   9.95e-04,   9.95e-04,   9.95e-04,   9.95e-04
1.449e-01,   1.01e-03,   1.01e-03,   1.01e-03,   1.01e-03,   1.01e-03,   1.01e-03
1.458e-01,   1.03e-03,   1.03e-03,   1.03e-03,   1.03e-03,   1.03e-03,   1.03e-03
1.467e-01,   1.05e-03,   1.05e-03,   1.05e-03,   1.05e-03,   1.05e-03,   1.05e-03
1.476e-01,   1.07e-03,   1.07e-03,   1.07e-03,   1.07e-03,   1.07e-03,   1.07e-03
1.485e-01,   1.09e-03,   1.09e-03,   1.09e-03,   1.09e-03,   1.09e-03,   1.09e-03
1.494e-01,   1.11e-03,   1.11e-03,   1.11e-03,   1.11e-03,   1.11e-03,   1.11e-03
1.503e-01,   1.13e-03,   1.13e-03,   1.13e-03,   1.13e-03,   1.13e-03,   1.13e-03
1.512e-01,   1.15e-03,   1.15e-03,   1.15e-03,   1.15e-03,   1.15e-03,   1.15e-03
1.521e-01,   1.17e-03,   1.17e-03,   1.17e-03,   1.17e-03,   1.17e-03,   1.17e-03
1.530e-01,   1.19e-03,   1.19e-03,   1.19e-03,   1.19e-03,   1.19e-03,   1.19e-03
1.539e-01,   1.22e-03,   1.22e-03,   1.22e-03,   1.22e-03,   1.22e-03,   1.22e-03
1.548e-01,   1.24e-03,   1.24e-03,   1.24e-03,   1.24e-03,   1.24e-03,   1.24e-03
1.557e-01,   1.26e-03,   1.26e-03,   1.26e-03,   1.26e-03,   1.26e-03,   1.26e-03
1.566e-01,   1.28e-03,   1.28e-03,   1.28e-03,   1.28e-03,   1.28e-03,   1.28e-03
1.575e-01,   1.30e-03,   1.30e-03,   1.30e-03,   1.30e-03,   1.30e-03,   1.30e-03
1.584e-01,   1.32e-03,   1.32e-03,   1.32e-03,   1.32e-03,   1.32e-03,   1.32e-03
1.593e-01,   1.35e-03,   1.35e-03,   1.35e-03,   1.35e-03,   1.35e-03,   1.35e-03
1.602e-01,   1.37e-03,   1.37e-03,   1.37e-03,   1.37e-03,   1.37e-03,   1.37e-03
1.611e-01,   1.39e-03,   1.39e-03,   1.39e-03,   1.39e-03,   1.39e-03,   1.39e-03
1.620e-01,   1.42e-03,   1.42e-03,   1.42e-03,   1.42e-03,   1.42e-03,   1.42e-03
1.629e-01,   1.44e-03,   1.44e-03,   1.44e-03,   1.44e-03,   1.44e-03,   1.44e-03
1.638e-01,   1.46e-03,   1.46e-03,   1.46e-03,   1.46e-03,   1.46e-03,   1.46e-03
1.647e-01,   1.49e-03,   1.49e-03,   1.49e-03,   1.49e-03,   1.49e-03,   1.49e-03
1.656e-01,   1.51e-03,   1.51e-03,   1.51e-03,   1.51e-03,   1.51e-03,   1.51e-03
1.665e-01,   1.54e-03,   1.54e-03,   1.54e-03,   1.54e-03,   1.54e-03,   1.54e-03
1.674e-01,   1.56e-03,   1.56e-03,   1.56e-03,   1.56e-03,   1.56e-03,   1.56e-03
1.683e-01,   1.59e-03,   1.59e-03,   1.59e-03,   1.59e-03,   1.59e-03,   1.59e-03
1.692e-01,   1.61e-03,   1.61e-03,   1.61e-03,   1.61e-03,   1.61e-03,   1.61e-03
1.701e-01,   1.64e-03,   1.64e-03,   1.64e-03,   1.64e-03,   1.64e-03,   1.64e-03
1.710e-01,   1.67e-03,   1.67e-03,   1.67e-03,   1.67e-03,   1.67e-03,   1.67e-03
1.719e-01,   1.69e-03,   1.69e-03,   1.69e-03,   1.69e-03,   1.69e-03,   1.69e-03
1.728e-01,   1.72e-03,   1.72e-03,   1.72e-03,   1.72e-03,   1.72e-03,   1.72e-03
1.737e-01,   1.75e-03,   1.75e-03,   1.75e-03,   1.75e-03,   1.75e-03,   1.75e-03
1.746e-01,   1.77e-03,   1.77e-03,   1.77e-03,   1.77e-03,   1.77e-03,   1.77e-03
1.755e-01,   1.80e-03,   1.80e-03,   1.80e-03,   1.80e-03,   1.80e-03,   1.80e-03
1.764e-01,   1.83e-03,   1.83e-03,   1.83e-03,   1.83e-03,   1.83e-03,   1.83e-03
1.773e-01,   1.86e-03,   1.86e-03,   1.86e-03,   1.86e-03,   1.86e-03,   1.86e-03
1.782e-01,   1.89e-03,   1.89e-03,   1.89e-03,   1.89e-03,   1.89e-03,   1.89e-03
1.791e-01,   1.91e-03,   1.92e-03,   1.92e-03,   1.92e-03,   1.92e-03,   1.92e-03
1.800e-01,   1.94e-03,   1.94e-03,   1.94e-03,   1.94e-03,   1.94e-03,   1.94e-03
1.809e-01,   1.97e-03,   1.97e-03,   1.97e-03,   1.97e-03,   1.97e-03,   1.97e-03
1.818e-01,   2.00e-03,   2.00e-03,   2.00e-03,   2.00e-03,   2.00e-03,   2.00e-03
1.827e-01,   2.03e-03,   2.03e-03,   2.03e-03,   2.03e-03,   2.03e-03,   2.03e-03
1.836e-01,   2.06e-03,   2.06e-03,   2.06e-03,   2.06e-03,   2.06e-03,   2.06e-03
1.845e-01,   2.09e-03,   2.09e-03,   2.09e-03,   2.09e-03,   2.09e-03,   2.09e-03
1.854e-01,   2.12e-03,   2.12e-03,   2.12e-03,   2.12e-03,   2.12e-03,   2.12e-03
1.863e-01,   2.16e-03,   2.16e-03,   2.16e-03,   2.16e-03,   2.16e-03,   2.16e-03
1.872e-01,   2.19e-03,   2.19e-03,   2.19e-03,   2.19e-03,   2.19e-03,   2.19e-03
1.881e-01,   2.22e-03,   2.22e-03,   2.22e-03,   2.22e-03,   2.22e-03,   2.22e-03
1.890e-01,   2.25e-03,   2.25e-03,   2.25e-03,   2.25e-03,   2.25e-03,   2.25e-03
1.899e-01,   2.28e-03,   2.28e-03,   2.28e-03,   2.28e-03,   2.28e-03,   2.28e-03
1.908e-01,   2.32e-03,   2.32e-03,   2.32e-03,   2.32e-03,   2.32e-03,   2.32e-03
1.917e-01,   2.35e-03,   2.35e-03,   2.35e-03,   2.35e-03,   2.35e-03,   2.35e-03
1.926e-01,   2.38e-03,   2.38e-03,   2.38e-03,   2.38e-03,   2.38e-03,   2.38e-03
1.935e-01,   2.42e-03,   2.42e-03,   2.42e-03,   2.42e-03,   2.42e-03,   2.42e-03
1.944e-01,   2.45e-03,   2.45e-03,   2.45e-03,   2.45e-03,   2.45e-03,   2.45e-03
1.953e-01,   2.48e-03,   2.48e-03,   2.48e-03,   2.48e-03,   2.48e-03,   2.48e-03
1.962e-01,   2.52e-03,   2.52e-03,   2.52e-03,   2.52e-03,   2.52e-03,   2.52e-03
1.971e-01,   2.55e-03,   2.55e-03,   2.55e-03,   2.55e-03,   2.55e-03,   2.55e-03
1.980e-01,   2.59e-03,   2.59e-03,   2.59e-03,   2.59e-03,   2.59e-03,   2.59e-03
1.989e-01,   2.62e-03,   2.62e-03,   2.62e-03,   2.62e-03,   2.62e-03,   2.62e-03
1.998e-01,   2.66e-03,   2.66e-03,   2.66e-03,   2.66e-03,   2.66e-03,   2.66e-03
2.007e-01,   2.69e-03,   2.69e-03,   2.69e-03,   2.69e-03,   2.69e-03,   2.69e-03
2.016e-01,   2.73e-03,   2.73e-03,   2.73e-03,   2.73e-03,   2.73e-03,   2.73e-03
2.025e-01,   2.77e-03,   2.77e-03,   2.77e-03,   2.77e-03,   2.77e-03,   2.77e-03
2.034e-01,   2.80e-03,   2.81e-03,   2.81e-03,   2.81e-03,   2.81e-03,   2.81e-03
2.043e-01,   2.84e-03,   2.84e-03,   2.84e-03,   2.84e-03,   2.84e-03,   2.84e-03
2.052e-01,   2.88e-03,   2.88e-03,   2.88e-03,   2.88e-03,   2.88e-03,   2.88e-03
2.061e-01,   2.92e-03,   2.92e-03,   2.92e-03,   2.92e-03,   2.92e-03,   2.92e-03
2.070e-01,   2.96e-03,   2.96e-03,   2.96e-03,   2.96e-03,   2.96e-03,   2.96e-03
2.079e-01,   3.00e-03,   3.00e-03,   3.00e-03,   3.00e-03,   3.00e-03,   3.00e-03
2.088e-01,   3.03e-03,   3.03e-03,   3.03e-03,   3.03e-03,   3.03e-03,   3.03e-03
2.097e-01,   3.07e-03,   3.07e-03,   3.07e-03,   3.07e-03,   3.07e-03,   3.07e-03
2.106e-01,   3.11e-03,   3.11e-03,   3.11e-03,   3.11e-03,   3.11e-03,   3.11e-03
2.115e-01,   3.15e-03,   3.15e-03,   3.15e-03,   3.15e-03,   3.15e-03,   3.15e-03
2.124e-01,   3.19e-03,   3.19e-03,   3.19e-03,   3.19e-03,   3.19e-03,   3.19e-03
2.133e-01,   3.23e-03,   3.24e-03,   3.24e-03,   3.24e-03,   3.24e-03,   3.24e-03
2.142e-01,   3.28e-03,   3.28e-03,   3.28e-03,   3.28e-03,   3.28e-03,   3.28e-03
2.151e-01,   3.32e-03,   3.32e-03,   3.32e-03,   3.32e-03,   3.32e-03,   3.32e-03
2.160e-01,   3.36e-03,   3.36e-03,   3.36e-03,   3.36e-03,   3.36e-03,   3.36e-03
2.169e-01,   3.40e-03,   3.40e-03,   3.40e-03,   3.40e-03,   3.40e-03,   3.40e-03
2.178e-01,   3.44e-03,   3.44e-03,   3.44e-03,   3.44e-03,   3.44e-03,   3.44e-03
2.187e-01,   3.49e-03,   3.49e-03,   3.49e-03,   3.49e-03,   3.49e-03,   3.49e-03
2.196e-01,   3.53e-03,   3.53e-03,   3.53e-03,   3.53e-03,   3.53e-03,   3.53e-03
2.205e-01,   3.57e-03,   3.57e-03,   3.57e-03,   3.57e-03,   3.57e-03,   3.57e-03
2.214e-01,   3.62e-03,   3.62e-03,   3.62e-03,   3.62e-03,   3.62e-03,   3.62e-03
2.223e-01,   3.66e-03,   3.66e-03,   3.66e-03,   3.66e-03,   3.66e-03,   3.66e-03
2.232e-01,   3.71e-03,   3.71e-03,   3.71e-03,   3.71e-03,   3.71e-03,   3.71e-03
2.241e-01,   3.75e-03,   3.75e-03,   3.75e-03,   3.75e-03,   3.75e-03,   3.75e-03
2.250e-01,   3.80e-03,   3.80e-03,   3.80e-03,   3.80e-03,   3.80e-03,   3.80e-03
2.259e-01,   3.84e-03,   3.84e-03,   3.84e-03,   3.84e-03,   3.84e-03,   3.84e-03
2.268e-01,   3.89e-03,   3.89e-03,   3.89e-03,   3.89e-03,   3.89e-03,   3.89e-03
2.277e-01,   3.94e-03,   3.94e-03,   3.94e-03,   3.94e-03,   3.94e-03,   3.94e-03
